WELL	DEPTH	GR	SP	RD	RM	RXO	LAYER	FACES
TZ12	4356.3201	57.87	-44.23	8.982	9.479	13.161	Ps7	³±ÏÂÄàÆº
TZ12	4356.4451	57.301	-43.826	9.624	10.007	1.045	Ps7	³±ÏÂÄàÆº
TZ12	4356.5701	56.024	-43.294	9.832	9.96	0.358	Ps7	³±ÏÂÄàÆº
TZ12	4356.6951	55.649	-43.172	8.467	8.439	1.236	Ps7	³±ÏÂÄàÆº
TZ12	4356.8201	56.4	-43.129	6.598	6.591	3.516	Ps7	³±ÏÂÄàÆº
TZ12	4356.9451	56.534	-41.953	7.16	7.177	0.363	Ps7	³±ÏÂÄàÆº
TZ12	4357.0701	60.302	-40.852	8.013	8.139	0.271	Ps7	³±ÏÂÄàÆº
TZ12	4357.1951	64.244	-40.34	8.18	8.325	0.407	Ps7	³±ÏÂÄàÆº
TZ12	4357.3201	70.977	-40.218	9.84	9.684	6.359	Ps7	³±ÏÂÄàÆº
TZ12	4357.4451	77.099	-39.994	12.918	12.7	10.994	Ps7	³±ÏÂÄàÆº
TZ12	4357.5701	79.964	-39.412	15.785	16.126	10.657	Ps7	³±ÏÂÄàÆº
TZ12	4357.6951	86.161	-39.258	14.859	15.335	10.257	Ps7	³±ÏÂÄàÆº
TZ12	4357.8201	89.598	-39.032	13.894	14.33	11.2	Ps7	³±ÏÂÄàÆº
TZ12	4357.9451	89.492	-39.024	13.993	14.472	10.254	Ps7	³±ÏÂÄàÆº
TZ12	4358.0701	87.353	-38.919	14.954	15.35	10.969	Ps7	³±ÏÂÄàÆº
TZ12	4358.1951	83.494	-38.608	16.609	16.732	9.992	Ps7	³±ÏÂÄàÆº
TZ12	4358.3201	77.735	-38.22	18.868	18.649	13.151	Ps7	³±ÏÂÄàÆº
TZ12	4358.4451	79.32	-37.785	20.966	20.496	8.581	Ps7	³±ÏÂÄàÆº
TZ12	4358.5701	78.43	-37.806	23.292	22.905	4.835	Ps7	³±ÏÂÄàÆº
TZ12	4358.6951	77.483	-37.892	21.228	21.568	15.972	Ps7	³±ÏÂÄàÆº
TZ12	4358.8201	75.714	-37.748	16.814	17.641	16.444	Ps7	³±ÏÂÄàÆº
TZ12	4358.9451	73.764	-37.345	13.327	13.847	0.624	Ps7	³±ÏÂÄàÆº
TZ12	4359.0701	77.404	-37.191	12.172	12.59	0.306	Ps7	³±ÏÂÄàÆº
TZ12	4359.1951	81.538	-36.988	11.77	12.303	0.354	Ps7	³±ÏÂÄàÆº
TZ12	4359.3201	83.749	-36.88	11.585	12.146	0.382	Ps7	³±ÏÂÄàÆº
TZ12	4359.4451	78.906	-36.803	13.003	13.6	0.517	Ps7	³±ÏÂÄàÆº
TZ12	4359.5701	69.006	-36.742	17.156	17.878	1.965	Ps7	³±ÏÂÄàÆº
TZ12	4359.6951	60.574	-36.724	23.923	24.955	7.954	Ps7	³±ÏÂÄàÆº
TZ12	4359.8201	54.565	-36.775	26.756	28.731	2.582	Ps7	³±ÏÂÄàÆº
TZ12	4359.9451	55.929	-36.939	23.546	26.281	0.629	Ps7	³±ÏÂÄàÆº
TZ12	4360.0701	59.698	-37.05	17.84	20.302	0.426	Ps7	³±ÏÂÄàÆº
TZ12	4360.1951	61.772	-36.97	12.995	14.764	0.325	Ps7	³±ÏÂÄàÆº
TZ12	4360.3201	62.372	-36.733	10.538	11.877	0.563	Ps7	³±ÏÂÄàÆº
TZ12	4360.4451	68.751	-36.656	8.738	10.093	1.178	Ps7	³±ÏÂÄàÆº
TZ12	4360.5701	73.421	-36.374	9.876	11.574	0.371	Ps6	³±ÏÂÄàÆº
TZ12	4360.6951	79.879	-36.212	10.607	12.548	0.305	Ps6	³±ÏÂÄàÆº
TZ12	4360.8201	83.453	-36.027	11.262	13.426	0.378	Ps6	³±ÏÂÄàÆº
TZ12	4360.9451	82.551	-35.813	12.253	14.611	1.249	Ps6	³±ÏÂÄàÆº
TZ12	4361.0701	78.853	-35.653	14.031	16.596	1.354	Ps6	³±ÏÂÄàÆº
TZ12	4361.1951	80.181	-35.628	17.23	20.6	1.92	Ps6	³±ÏÂÄàÆº
TZ12	4361.3201	79.39	-35.787	16.936	21.316	2.232	Ps6	³±ÏÂÄàÆº
TZ12	4361.4451	80.882	-36.002	14.017	17.908	2.249	Ps6	³±ÏÂÄàÆº
TZ12	4361.5701	79.778	-36.137	11.608	14.715	0.737	Ps6	³±ÏÂÄàÆº
TZ12	4361.6951	74.016	-36.137	11.361	14.208	0.389	Ps6	³±ÏÂÄàÆº
TZ12	4361.8201	67.225	-36.057	12.315	15.06	0.618	Ps6	³±ÏÂÄàÆº
TZ12	4361.9451	59.598	-35.879	15.319	17.296	7.906	Ps6	³±ÏÂÄàÆº
TZ12	4362.0701	57.921	-36.009	24.495	28.262	16.932	Ps6	³±ÏÂÄàÆº
TZ12	4362.1951	59.491	-35.973	24.72	29.128	5.536	Ps6	³±ÏÂÄàÆº
TZ12	4362.3201	63.225	-35.815	18.423	22.065	22.809	Ps6	³±ÏÂÄàÆº
TZ12	4362.4451	67.819	-35.769	14.311	17.063	26.093	Ps6	³±ÏÂÄàÆº
TZ12	4362.5701	68.69	-35.898	14.875	17.694	6.923	Ps6	³±ÏÂÄàÆº
TZ12	4362.6951	69.079	-36.169	14.178	16.687	1.195	Ps6	³±ÏÂÄàÆº
TZ12	4362.8201	66.744	-36.341	13.459	15.75	12.442	Ps6	³±ÏÂÄàÆº
TZ12	4362.9451	65.431	-36.482	14.927	17.056	6.954	Ps6	³±ÏÂÄàÆº
TZ12	4363.0701	66.822	-36.615	18.81	20.956	2.92	Ps6	³±ÏÂÄàÆº
TZ12	4363.1951	69.9	-36.662	22.617	25.177	13.377	Ps6	³±ÏÂÄàÆº
TZ12	4363.3201	78.3	-36.201	16.632	18.473	13.744	Ps6	³±ÏÂÄàÆº
TZ12	4363.4451	82.983	-36.125	14.408	15.876	0.765	Ps6	³±ÏÂÄàÆº
TZ12	4363.5701	84.944	-36.093	13.445	14.914	0.622	Ps6	³±ÏÂÄàÆº
TZ12	4363.6951	86.23	-36.012	12.616	14.219	2.291	Ps6	³±ÏÂÄàÆº
TZ12	4363.8201	88.137	-35.902	11.577	13.219	0.834	Ps6	³±ÏÂÄàÆº
TZ12	4363.9451	88.911	-35.876	10.893	12.538	0.56	Ps6	³±ÏÂÄàÆº
TZ12	4364.0701	92.167	-35.752	11.257	13.042	0.554	Ps6	³±ÏÂÄàÆº
TZ12	4364.1951	87.763	-35.681	11.494	13.371	0.662	Ps6	³±ÏÂÄàÆº
TZ12	4364.3201	85.616	-35.643	11.525	13.174	1.616	Ps6	³±ÏÂÄàÆº
TZ12	4364.4451	86.002	-35.679	11.447	12.702	2.537	Ps6	³±ÏÂÄàÆº
TZ12	4364.5701	82.42	-35.856	11.357	12.49	7.845	Ps6	³±ÏÂÄàÆº
TZ12	4364.6951	89.789	-36.01	10.464	11.577	0.887	Ps6	³±ÏÂÄàÆº
TZ12	4364.8201	90.858	-35.966	10.043	11.226	4.159	Ps6	³±ÏÂÄàÆº
TZ12	4364.9451	91.592	-36.58	9.751	10.98	2.33	Ps6	³±ÏÂÄàÆº
TZ12	4365.0701	88.115	-37.254	10.098	11.308	0.796	Ps6	³±ÏÂÄàÆº
TZ12	4365.1951	78.995	-37.527	11.263	12.407	6.214	Ps6	³±ÏÂÄàÆº
TZ12	4365.3201	72.275	-37.963	12.385	13.496	7.873	Ps6	³±ÏÂÄàÆº
TZ12	4365.4451	63.197	-38.6	15.519	16.795	9.015	Ps6	³±ÏÂÄàÆº
TZ12	4365.5701	58.567	-38.809	16.87	18.187	2.258	Ps6	³±ÏÂÄàÆº
TZ12	4365.6951	55.861	-38.83	17.791	18.87	3.945	Ps6	³±ÏÂÄàÆº
TZ12	4365.8201	55.179	-38.72	18.291	19.136	10.218	Ps6	³±ÏÂÄàÆº
TZ12	4365.9451	58.223	-38.432	17.674	18.663	17.157	Ps6	³±ÏÂÄàÆº
TZ12	4366.0701	65.392	-38.1	16.811	17.59	3.656	Ps6	³±ÏÂÄàÆº
TZ12	4366.1951	68.372	-38.016	17.55	18.091	7.262	Ps6	³±ÏÂÄàÆº
TZ12	4366.3201	67.943	-37.382	19.327	19.669	0.696	Ps6	³±ÏÂÄàÆº
TZ12	4366.4451	63.177	-37.175	21.46	21.732	6.879	Ps6	³±ÏÂÄàÆº
TZ12	4366.5701	56.847	-37.342	22.714	23.106	17.795	Ps6	³±ÏÂÄàÆº
TZ12	4366.6951	57.265	-35.874	21.283	21.989	1.203	Ps6	³±ÏÂÄàÆº
TZ12	4366.8201	67.673	-35.796	20.012	20.786	0.77	Ps6	³±ÏÂÄàÆº
TZ12	4366.9451	78.92	-35.192	16.914	17.699	0.692	Ps6	³±ÏÂÄàÆº
TZ12	4367.0701	83.809	-35.008	13.609	14.31	1.338	Ps6	³±ÏÂÄàÆº
TZ12	4367.1951	81.953	-35.165	11.146	11.781	1.043	Ps6	³±ÏÂÄàÆº
TZ12	4367.3201	77.36	-35.205	10.003	10.714	1.673	Ps6	³±ÏÂÄàÆº
TZ12	4367.4451	76.793	-35.334	9.846	10.646	1.778	Ps6	³±ÏÂÄàÆº
TZ12	4367.5701	74.449	-35.672	10.407	11.178	3.995	Ps6	³±ÏÂÄàÆº
TZ12	4367.6951	73.974	-35.638	10.815	11.519	16.537	Ps6	³±ÏÂÄàÆº
TZ12	4367.8201	74.241	-35.274	11.974	12.464	12.624	Ps6	³±ÏÂÄàÆº
TZ12	4367.9451	76.777	-34.848	13.543	13.602	1.611	Ps6	³±ÏÂÄàÆº
TZ12	4368.0701	86.173	-34.731	13.56	13.016	0.55	Ps6	³±ÏÂÄàÆº
TZ12	4368.1951	93.496	-34.27	11.766	11.504	0.426	Ps6	³±ÏÂÄàÆº
TZ12	4368.3201	96.788	-34.124	10.918	10.87	0.403	Ps6	³±ÏÂÄàÆº
TZ12	4368.4451	97.222	-33.832	10.776	10.886	0.73	Ps6	³±ÏÂÄàÆº
TZ12	4368.5701	94.861	-33.494	11.859	12.006	1.65	Ps6	³±ÏÂÄàÆº
TZ12	4368.6951	90.111	-33.411	14.097	14.176	4.02	Ps6	³±ÏÂÄàÆº
TZ12	4368.8201	85.456	-33.82	14.829	15.048	1.641	Ps6	³±ÏÂÄàÆº
TZ12	4368.9451	86.108	-33.65	13.259	13.367	1.197	Ps6	³±ÏÂÄàÆº
TZ12	4369.0701	87.197	-33.649	12.433	12.568	0.606	Ps6	³±ÏÂÄàÆº
TZ12	4369.1951	90.551	-33.597	12.315	12.378	0.508	Ps6	³±ÏÂÄàÆº
TZ12	4369.3201	95.28	-33.726	13.132	12.992	3.573	Ps6	³±ÏÂÄàÆº
TZ12	4369.4451	98.164	-34.543	15.271	14.99	3.062	Ps6	³±ÏÂÄàÆº
TZ12	4369.5701	103.333	-34.261	15.949	15.605	3.014	Ps6	³±ÏÂÄàÆº
TZ12	4369.6951	104.078	-33.872	15.898	15.522	5.364	Ps6	³±ÏÂÄàÆº
TZ12	4369.8201	102.033	-33.945	15.928	15.382	7.023	Ps6	³±ÏÂÄàÆº
TZ12	4369.9451	100.629	-34.272	15.797	14.96	4.465	Ps6	³±ÏÂÄàÆº
TZ12	4370.0701	101.204	-34.524	15.265	14.125	4.054	Ps6	³±ÏÂÄàÆº
TZ12	4370.1951	98.993	-34.652	14.792	13.521	11.323	Ps6	³±ÏÂÄàÆº
TZ12	4370.3201	93.311	-34.234	15.17	13.93	0.873	Ps6	³±ÏÂÄàÆº
TZ12	4370.4451	89.016	-34.318	16.148	14.942	1.788	Ps6	³±ÏÂÄàÆº
TZ12	4370.5701	83.314	-34.451	17.496	16.25	2.399	Ps6	³±ÏÂÄàÆº
TZ12	4370.6951	77.073	-34.541	19.025	17.673	3.109	Ps6	³±ÏÂÄàÆº
TZ12	4370.8201	72.957	-34.745	20.645	19.2	13.742	Ps6	³±ÏÂÄàÆº
TZ12	4370.9451	65.29	-34.695	22.657	21.216	25.393	Ps6	³±ÏÂÄàÆº
TZ12	4371.0701	69.482	-35.427	22.151	21.106	18.703	Ps6	³±ÏÂÄàÆº
TZ12	4371.1951	78.569	-35.634	17.819	17.256	14.443	Ps6	³±ÏÂÄàÆº
TZ12	4371.3201	89.131	-35.394	13.322	13.001	1.416	Ps6	³±ÏÂÄàÆº
TZ12	4371.4451	98.664	-34.965	11.109	10.747	0.577	Ps6	³±ÏÂÄàÆº
TZ12	4371.5701	105.416	-34.376	9.394	9.159	0.835	Ps6	³±ÏÂÄàÆº
TZ12	4371.6951	104.41	-33.992	7.933	7.673	0.538	Ps6	³±ÏÂÄàÆº
TZ12	4371.8201	101.988	-34.084	8.266	7.91	0.475	Ps6	³±ÏÂÄàÆº
TZ12	4371.9451	98.737	-33.427	9.308	8.913	0.454	Ps6	³±ÏÂÄàÆº
TZ12	4372.0701	94.504	-32.461	10.488	10.076	1.384	Ps6	³±ÏÂÄàÆº
TZ12	4372.1951	90.208	-32.281	11.626	11.116	2	Ps6	³±ÏÂÄàÆº
TZ12	4372.3201	94.451	-32.281	12.713	12.042	0.38	Ps6	³±ÏÂÄàÆº
TZ12	4372.4451	92.847	-32.167	12.27	11.61	0.415	Ps6	³±ÏÂÄàÆº
TZ12	4372.5701	95.343	-32.685	11.463	10.831	0.593	Ps6	³±ÏÂÄàÆº
TZ12	4372.6951	96.591	-33.244	10.439	9.89	1.062	Ps6	³±ÏÂÄàÆº
TZ12	4372.8201	95.104	-33.425	9.538	9.104	1.025	Ps6	³±ÏÂÄàÆº
TZ12	4372.9451	97.548	-33.377	9.466	9.037	0.96	Ps6	³±ÏÂÄàÆº
TZ12	4373.0701	99.387	-33.454	9.241	8.74	0.944	Ps6	³±ÏÂÄàÆº
TZ12	4373.1951	97.769	-33.779	9.844	9.206	1.142	Ps6	³±ÏÂÄàÆº
TZ12	4373.3201	97.682	-34.269	11.043	10.165	1.086	Ps6	³±ÏÂÄàÆº
TZ12	4373.4451	98.31	-34.861	13.115	11.813	2.34	Ps6	³±ÏÂÄàÆº
TZ12	4373.5701	97.261	-35.429	16.162	14.253	1.834	Ps6	³±ÏÂÄàÆº
TZ12	4373.6951	96.076	-35.583	18.929	16.568	1.38	Ps6	³±ÏÂÄàÆº
TZ12	4373.8201	91.572	-35.928	19.839	17.309	3.884	Ps6	³±ÏÂÄàÆº
TZ12	4373.9451	90.297	-36.723	21.217	18.317	12.289	Ps6	³±ÏÂÄàÆº
TZ12	4374.0701	90.376	-37.408	22.338	19.129	15.069	Ps6	³±ÏÂÄàÆº
TZ12	4374.1951	90.906	-37.806	21.203	18.17	16.931	Ps6	³±ÏÂÄàÆº
TZ12	4374.3201	92.92	-38.163	15.562	13.547	16.295	Ps6	»ìºÏÆº
TZ12	4374.4451	96.099	-37.115	12.371	10.65	4.73	Ps6	»ìºÏÆº
TZ12	4374.5701	99.487	-37.643	10.961	9.486	14.87	Ps6	»ìºÏÆº
TZ12	4374.6951	100.962	-38.552	9.872	8.658	2.175	Ps6	»ìºÏÆº
TZ12	4374.8201	97.148	-39.359	8.827	7.853	1.869	Ps6	»ìºÏÆº
TZ12	4374.9451	87.453	-40.197	8.104	7.298	9.124	Ps6	»ìºÏÆº
TZ12	4375.0701	79.411	-42.194	8.401	7.703	10.805	Ps5	»ìºÏÆº
TZ12	4375.1951	74.398	-42.821	8.5	7.858	10.12	Ps5	»ìºÏÆº
TZ12	4375.3201	68.587	-43.271	8.498	7.924	9.714	Ps5	»ìºÏÆº
TZ12	4375.4451	64.15	-43.642	8.564	8.036	9.552	Ps5	»ìºÏÆº
TZ12	4375.5701	62.096	-43.921	8.774	8.252	10.192	Ps5	»ìºÏÆº
TZ12	4375.6951	62.404	-44.046	9.099	8.541	10.576	Ps5	»ìºÏÆº
TZ12	4375.8201	68.585	-43.841	9.373	8.731	10.745	Ps5	»ìºÏÆº
TZ12	4375.9451	76.584	-43.526	9.388	8.686	11.028	Ps5	»ìºÏÆº
TZ12	4376.0701	80.846	-43.423	9.332	8.596	10.817	Ps5	»ìºÏÆº
TZ12	4376.1951	82.67	-43.351	9.398	8.63	10.767	Ps5	»ìºÏÆº
TZ12	4376.3201	83.164	-43.172	9.872	9.019	10.835	Ps5	»ìºÏÆº
TZ12	4376.4451	79.372	-43.094	11.204	10.119	10.826	Ps5	»ìºÏÆº
TZ12	4376.5701	76.139	-42.69	13.586	12.099	12.529	Ps5	»ìºÏÆº
TZ12	4376.6951	76.242	-42.24	16.812	14.717	19.347	Ps5	»ìºÏÆº
TZ12	4376.8201	79.33	-41.681	17.807	15.513	20.551	Ps5	»ìºÏÆº
TZ12	4376.9451	86.136	-40.999	16.126	14.196	21.082	Ps5	»ìºÏÆº
TZ12	4377.0701	96.217	-40.249	13.334	12.087	16.571	Ps5	»ìºÏÆº
TZ12	4377.1951	97.656	-39.66	11.559	10.744	9.534	Ps5	»ìºÏÆº
TZ12	4377.3201	101.041	-39.547	10.92	10.181	8.975	Ps5	»ìºÏÆº
TZ12	4377.4451	101.74	-39.103	10.447	9.767	3.996	Ps5	»ìºÏÆº
TZ12	4377.5701	103.642	-38.589	9.964	9.343	1.638	Ps5	»ìºÏÆº
TZ12	4377.6951	108.016	-38.277	9.311	8.773	0.577	Ps5	»ìºÏÆº
TZ12	4377.8201	109.686	-38.124	8.189	7.85	0.55	Ps5	»ìºÏÆº
TZ12	4377.9451	109.537	-38.019	7.21	6.82	0.681	Ps5	»ìºÏÆº
TZ12	4378.0701	111.77	-36.581	7.517	7.004	0.613	Ps5	»ìºÏÆº
TZ12	4378.1951	112.058	-36.356	8.448	7.841	0.395	Ps5	»ìºÏÆº
TZ12	4378.3201	109.726	-37.087	9.431	8.788	0.275	Ps5	»ìºÏÆº
TZ12	4378.4451	104.645	-37.489	10.229	9.548	0.341	Ps5	»ìºÏÆº
TZ12	4378.5701	89.997	-38.335	11.728	10.755	1.768	Ps5	»ìºÏÆº
TZ12	4378.6951	81.943	-39.204	13.863	12.735	13.848	Ps5	»ìºÏÆº
TZ12	4378.8201	74.912	-39.861	15.118	14.147	12.957	Ps5	»ìºÏÆº
TZ12	4378.9451	73.049	-40.217	14.855	14.195	6.546	Ps5	»ìºÏÆº
TZ12	4379.0701	76.24	-40.352	13.651	13.241	8.794	Ps5	»ìºÏÆº
TZ12	4379.1951	78.243	-40.542	13.293	12.884	13.228	Ps5	»ìºÏÆº
TZ12	4379.3201	82.852	-41.617	14.24	13.79	12.917	Ps5	»ìºÏÆº
TZ12	4379.4451	85.367	-41.806	14.789	14.323	10.793	Ps5	»ìºÏÆº
TZ12	4379.5701	86.587	-38.583	15.225	14.633	11.724	Ps5	»ìºÏÆº
TZ12	4379.6951	86.942	-35.025	15.781	15.059	13.992	Ps5	»ìºÏÆº
TZ12	4379.8201	87.12	-34.502	15.781	15.085	11.332	Ps5	»ìºÏÆº
TZ12	4379.9451	89.006	-34.323	11.725	11.255	11.203	Ps5	»ìºÏÆº
TZ12	4380.0701	85.257	-34.192	10.418	9.895	0.489	Ps5	»ìºÏÆº
TZ12	4380.1951	81.009	-34.156	10.329	9.743	0.28	Ps5	»ìºÏÆº
TZ12	4380.3201	77.275	-34.221	10.522	9.838	0.381	Ps5	»ìºÏÆº
TZ12	4380.4451	75.864	-34.349	11.02	10.223	5.25	Ps5	»ìºÏÆº
TZ12	4380.5701	79.041	-34.484	12.847	11.974	17.91	Ps5	»ìºÏÆº
TZ12	4380.6951	84.359	-34.715	18.338	17.144	9.055	Ps5	»ìºÏÆº
TZ12	4380.8201	83.233	-35.01	20.376	18.854	12.34	Ps5	»ìºÏÆº
TZ12	4380.9451	80.67	-35.109	20.253	18.183	26.31	Ps5	»ìºÏÆº
TZ12	4381.0701	78.311	-35.115	18.582	16.076	27.203	Ps5	»ìºÏÆº
TZ12	4381.1951	77.706	-35.224	16.022	13.509	20.234	Ps5	»ìºÏÆº
TZ12	4381.3201	82.41	-35.583	13.629	11.41	9.294	Ps5	»ìºÏÆº
TZ12	4381.4451	81.122	-35.842	10.682	9.236	9.032	Ps5	»ìºÏÆº
TZ12	4381.5701	80.444	-35.811	8.767	7.802	8.747	Ps5	»ìºÏÆº
TZ12	4381.6951	81.128	-36.363	7.835	7.087	8.639	Ps5	»ìºÏÆº
TZ12	4381.8201	85.663	-37.14	7.51	6.819	8.806	Ps5	»ìºÏÆº
TZ12	4381.9451	96.204	-37.106	7.302	6.634	9.235	Ps5	»ìºÏÆº
TZ12	4382.0701	103.068	-37.233	7.263	6.646	8.092	Ps5	»ìºÏÆº
TZ12	4382.1951	107.029	-36.869	7.242	6.673	8.19	Ps5	»ìºÏÆº
TZ12	4382.3201	109.999	-36.35	7.292	6.731	9.033	Ps5	É°Æº
TZ12	4382.4451	114.025	-35.953	7.398	6.815	8.096	Ps5	É°Æº
TZ12	4382.5701	120.006	-35.59	7.558	6.938	8.096	Ps5	É°Æº
TZ12	4382.6951	126.642	-34.567	7.835	7.144	7.702	Ps5	É°Æº
TZ12	4382.8201	118.453	-34.563	7.89	7.201	7.22	Ps5	É°Æº
TZ12	4382.9451	109.121	-34.623	7.654	6.949	8.618	Ps5	É°Æº
TZ12	4383.0701	97.573	-34.871	7.324	6.629	8.887	Ps5	É°Æº
TZ12	4383.1951	87.664	-35.265	7.063	6.37	8.923	Ps5	É°Æº
TZ12	4383.3201	83.212	-35.86	6.999	6.238	8.002	Ps5	É°Æº
TZ12	4383.4451	73.589	-37.806	7.236	6.393	8.405	Ps5	É°Æº
TZ12	4383.5701	71.423	-38.946	7.709	6.788	8.64	Ps5	É°Æº
TZ12	4383.6951	69.744	-39.089	8.236	7.264	8.832	Ps5	É°Æº
TZ12	4383.8201	69.696	-39.068	9.029	7.981	8.111	Ps5	É°Æº
TZ12	4383.9451	69.688	-39.269	9.986	8.836	9.15	Ps5	É°Æº
TZ12	4384.0701	63.496	-39.189	10.559	9.354	9.182	Ps5	É°Æº
TZ12	4384.1951	65.865	-37.986	12.003	10.466	9.988	Ps5	É°Æº
TZ12	4384.3201	74.243	-37.42	12.741	11.105	24.18	Ps5	É°Æº
TZ12	4384.4451	85.457	-37.055	13.354	11.717	16.731	Ps5	É°Æº
TZ12	4384.5701	93.598	-36.844	13.998	12.383	9.613	Ps5	É°Æº
TZ12	4384.6951	92.842	-36.825	14.381	12.794	10.035	Ps5	É°Æº
TZ12	4384.8201	81.209	-36.697	13.253	11.826	13.254	Ps5	É°Æº
TZ12	4384.9451	71.292	-36.806	10.956	9.868	10.229	Ps5	É°Æº
TZ12	4385.0701	66.597	-36.826	9.187	8.429	8.684	Ps5	É°Æº
TZ12	4385.1951	71.104	-36.813	8.435	7.868	2.091	Ps5	É°Æº
TZ12	4385.3201	81.994	-36.812	8.499	7.94	1.728	Ps5	É°Æº
TZ12	4385.4451	89.939	-36.797	8.711	8.032	9	Ps5	É°Æº
TZ12	4385.5701	95.967	-36.489	10.851	9.825	18.902	Ps5	É°Æº
TZ12	4385.6951	91.199	-36.331	11.693	10.909	10.637	Ps5	É°Æº
TZ12	4385.8201	86.045	-36.266	11.67	11.128	9.188	Ps5	É°Æº
TZ12	4385.9451	81.059	-36.3	11.539	11.063	7.434	Ps5	É°Æº
TZ12	4386.0701	75.095	-36.384	12.065	11.536	10.772	Ps5	É°Æº
TZ12	4386.1951	71.71	-36.255	13.723	13.292	13.215	Ps5	É°Æº
TZ12	4386.3201	67.353	-35.686	16.638	16.131	10.642	Ps5	É°Æº
TZ12	4386.4451	64.99	-34.739	18.742	18.335	17.038	Ps5	É°Æº
TZ12	4386.5701	68.755	-33.967	17.796	17.607	20.257	Ps5	É°Æº
TZ12	4386.6951	80.41	-33.579	14.626	14.703	1.577	Ps5	É°Æº
TZ12	4386.8201	98.378	-33.411	12.284	12.616	0.693	Ps5	É°Æº
TZ12	4386.9451	111.841	-33.078	10.117	10.594	0.779	Ps5	É°Æº
TZ12	4387.0701	115.334	-32.745	8.722	9.191	0.51	Ps5	É°Æº
TZ12	4387.1951	115.77	-32.592	8.32	8.708	0.761	Ps5	É°Æº
TZ12	4387.3201	115.11	-32.606	8.328	8.716	0.945	Ps5	É°Æº
TZ12	4387.4451	114.737	-32.745	8.32	8.82	0.764	Ps5	É°Æº
TZ12	4387.5701	117.125	-33.027	8.688	9.166	0.353	Ps5	É°Æº
TZ12	4387.6951	108.522	-33.384	9.531	10.134	0.458	Ps5	É°Æº
TZ12	4387.8201	100.916	-33.665	10.593	11.191	3.764	Ps5	É°Æº
TZ12	4387.9451	93.442	-34.06	13.051	13.791	8.419	Ps5	É°Æº
TZ12	4388.0701	88.351	-34.431	17.384	18.395	2.472	Ps5	É°Æº
TZ12	4388.1951	88.892	-34.511	22.748	23.894	33.146	Ps5	É°Æº
TZ12	4388.3201	91.404	-34.614	23.478	24.171	22.439	Ps5	É°Æº
TZ12	4388.4451	94.002	-35.125	23.803	24.203	9.649	Ps5	É°Æº
TZ12	4388.5701	94.433	-35.518	18.363	18.501	14.64	Ps5	É°Æº
TZ12	4388.6951	95.578	-35.826	12.911	13.073	8.92	Ps5	É°Æº
TZ12	4388.8201	97.588	-36.139	11.568	12.004	0.534	Ps5	É°Æº
TZ12	4388.9451	94.925	-36.472	12.184	12.579	0.827	Ps5	É°Æº
TZ12	4389.0701	87.586	-36.806	13.008	13.462	13.81	Ps5	É°Æº
TZ12	4389.1951	75.939	-37.26	16.585	16.967	18.703	Ps5	É°Æº
TZ12	4389.3201	70.555	-37.718	19.829	19.702	21.316	Ps5	É°Æº
TZ12	4389.4451	70.995	-38.172	20.464	19.833	25.625	Ps5	É°Æº
TZ12	4389.5701	71.729	-38.666	17.957	17.406	13.081	Ps5	É°Æº
TZ12	4389.6951	71.563	-39.204	16.728	16.296	14.097	Ps5	É°Æº
TZ12	4389.8201	65.117	-39.672	15.623	15.458	14.904	Ps5	É°Æº
TZ12	4389.9451	57.541	-39.991	16.6	16.563	13.377	Ps5	É°Æº
TZ12	4390.0701	52.657	-40.21	18.233	18.207	12.286	Ps5	É°Æº
TZ12	4390.1951	50.819	-40.331	19.123	19.105	12.199	Ps5	É°Æº
TZ12	4390.3201	48.583	-40.277	18.684	18.813	15.642	Ps5	É°Æº
TZ12	4390.4451	50.784	-40.175	18.019	18.242	13.392	Ps5	É°Æº
TZ12	4390.5701	51.525	-40.093	17.026	17.347	11.786	Ps5	É°Æº
TZ12	4390.6951	53.113	-39.955	15.886	16.279	11.157	Ps5	É°Æº
TZ12	4390.8201	54.215	-39.6	15.05	15.402	10.214	Ps5	É°Æº
TZ12	4390.9451	53.671	-38.918	14.926	15.09	9.813	Ps5	É°Æº
TZ12	4391.0701	55.515	-38.023	15.482	15.51	9.824	Ps4	É°Æº
TZ12	4391.1951	56.14	-37.945	16.37	16.198	11.564	Ps4	É°Æº
TZ12	4391.3201	60.962	-38.344	16.553	16.188	13.731	Ps4	É°Æº
TZ12	4391.4451	66.019	-38.38	16.432	15.867	14.994	Ps4	É°Æº
TZ12	4391.5701	69.76	-37.842	16.658	15.839	2.429	Ps4	É°Æº
TZ12	4391.6951	73.676	-37.199	17.667	16.504	0.789	Ps4	»ìºÏÆº
TZ12	4391.8201	76.402	-36.891	16.42	15.197	22.549	Ps4	»ìºÏÆº
TZ12	4391.9451	83.838	-36.541	14.563	13.458	25.7	Ps4	»ìºÏÆº
TZ12	4392.0701	94.543	-36.358	13.594	12.767	3.352	Ps4	»ìºÏÆº
TZ12	4392.1951	105.337	-36.427	12.167	11.702	0.572	Ps4	»ìºÏÆº
TZ12	4392.3201	112.943	-36.512	9.654	9.466	5.155	Ps4	»ìºÏÆº
TZ12	4392.4451	115.282	-35.745	9.179	8.849	9.277	Ps4	»ìºÏÆº
TZ12	4392.5701	107.875	-36.117	8.636	8.48	5.302	Ps4	»ìºÏÆº
